Date,Sales,Rolling_7,Day,Year,Quarter,Month,Month_Name,Week,Day_of_Week,Day_Number,Is_Weekend,Is_Month_Start,Is_Month_End
2018-03-09,41707.53,49296.07142857142,9,2018,1,3,March,10,Friday,4,0,0,0
2018-03-10,43490.13,50444.377142857134,10,2018,1,3,March,10,Saturday,5,1,0,0
2018-03-11,41904.55,50661.524285714295,11,2018,1,3,March,10,Sunday,6,1,0,0
2018-03-12,41641.79,46568.12714285714,12,2018,1,3,March,11,Monday,0,0,0,0
2018-03-13,52535.02,46248.5,13,2018,1,3,March,11,Tuesday,1,0,0,0
2018-03-14,38547.11,44054.05714285715,14,2018,1,3,March,11,Wednesday,2,0,0,0
2018-03-15,61484.96,45901.58428571428,15,2018,1,3,March,11,Thursday,3,0,0,0
2018-03-16,52469.95,47439.072857142855,16,2018,1,3,March,11,Friday,4,0,0,0
2018-03-17,31782.55,45766.561428571425,17,2018,1,3,March,11,Saturday,5,1,0,0
2018-03-18,40415.31,45553.81285714286,18,2018,1,3,March,11,Sunday,6,1,0,0
2018-03-19,77564.69,50685.65571428571,19,2018,1,3,March,12,Monday,0,0,0,0
2018-03-20,54551.9,50973.78142857143,20,2018,1,3,March,12,Tuesday,1,0,0,0
2018-03-21,51926.15,52885.072857142855,21,2018,1,3,March,12,Wednesday,2,0,0,0
2018-03-22,45534.25,50606.40000000001,22,2018,1,3,March,12,Thursday,3,0,0,0
2018-03-23,46802.97,49796.83142857143,23,2018,1,3,March,12,Friday,4,0,0,0
2018-03-24,33897.86,50099.01857142857,24,2018,1,3,March,12,Saturday,5,1,0,0
2018-03-25,40315.16,50084.711428571434,25,2018,1,3,March,12,Sunday,6,1,0,0
2018-03-26,54884.19,46844.64000000001,26,2018,1,3,March,13,Monday,0,0,0,0
2018-03-27,58102.46,47351.862857142856,27,2018,1,3,March,13,Tuesday,1,0,0,0
2018-03-28,40588.01,45732.12857142858,28,2018,1,3,March,13,Wednesday,2,0,0,0
2018-03-29,39005.66,44799.472857142864,29,2018,1,3,March,13,Thursday,3,0,0,0
2018-03-30,33928.18,42960.217142857146,30,2018,1,3,March,13,Friday,4,0,0,0
2018-03-31,42065.79,44127.06428571429,31,2018,1,3,March,13,Saturday,5,1,0,1
2018-04-01,42001.63,44367.98857142857,1,2018,2,4,April,13,Sunday,6,1,1,0
2018-04-02,69783.57,46496.47142857143,2,2018,2,4,April,14,Monday,0,0,0,0
2018-04-03,50258.06,45375.84285714286,3,2018,2,4,April,14,Tuesday,1,0,0,0
2018-04-04,53599.5,47234.62714285714,4,2018,2,4,April,14,Wednesday,2,0,0,0
2018-04-05,51926.12,49080.40714285714,5,2018,2,4,April,14,Thursday,3,0,0,0
2018-04-06,41453.73,50155.485714285714,6,2018,2,4,April,14,Friday,4,0,0,0
2018-04-07,34540.2,49080.40142857143,7,2018,2,4,April,14,Saturday,5,1,0,0
2018-04-08,33956.05,47931.032857142854,8,2018,2,4,April,14,Sunday,6,1,0,0
2018-04-09,67336.67,47581.47571428572,9,2018,2,4,April,15,Monday,0,0,0,0
2018-04-10,39200.74,46001.85857142857,10,2018,2,4,April,15,Tuesday,1,0,0,0
2018-04-11,55581.31,46284.974285714285,11,2018,2,4,April,15,Wednesday,2,0,0,0
2018-04-12,51450.04,46216.962857142855,12,2018,2,4,April,15,Thursday,3,0,0,0
2018-04-13,48453.62,47216.94714285714,13,2018,2,4,April,15,Friday,4,0,0,0
2018-04-14,32613.75,46941.74,14,2018,2,4,April,15,Saturday,5,1,0,0
2018-04-15,47998.52,48947.80714285715,15,2018,2,4,April,15,Sunday,6,1,0,0
2018-04-16,59102.7,47771.525714285715,16,2018,2,4,April,16,Monday,0,0,0,0
2018-04-17,64927.83,51446.82428571429,17,2018,2,4,April,16,Tuesday,1,0,0,0
2018-04-18,57858.79,51772.17857142857,18,2018,2,4,April,16,Wednesday,2,0,0,0
2018-04-19,88514.61,57067.11714285715,19,2018,2,4,April,16,Thursday,3,0,0,0
2018-04-20,42083.84,56157.14857142857,20,2018,2,4,April,16,Friday,4,0,0,0
2018-04-21,25376.7,55123.28428571428,21,2018,2,4,April,16,Saturday,5,1,0,0
2018-04-22,39765.64,53947.15857142857,22,2018,2,4,April,16,Sunday,6,1,0,0
2018-04-23,52689.11,53030.93142857142,23,2018,2,4,April,17,Monday,0,0,0,0
2018-04-24,65026.71,53045.057142857135,24,2018,2,4,April,17,Tuesday,1,0,0,0
2018-04-25,56619.88,52868.07,25,2018,2,4,April,17,Wednesday,2,0,0,0
2018-04-26,47517.27,47011.307142857135,26,2018,2,4,April,17,Thursday,3,0,0,0
2018-04-27,64741.87,50248.16857142856,27,2018,2,4,April,17,Friday,4,0,0,0
2018-04-28,33471.979999999996,51404.637142857144,28,2018,2,4,April,17,Saturday,5,1,0,0
2018-04-29,26809.75,49553.79571428571,29,2018,2,4,April,17,Sunday,6,1,0,0
2018-04-30,53183.75,49624.45857142857,30,2018,2,4,April,18,Monday,0,0,0,1
2018-05-01,44246.8,46655.9,1,2018,2,5,May,18,Tuesday,1,0,1,0
2018-05-02,59007.81,46997.032857142854,2,2018,2,5,May,18,Wednesday,2,0,0,0
2018-05-03,66614.39,49725.192857142865,3,2018,2,5,May,18,Thursday,3,0,0,0
2018-05-04,55948.64,48469.01714285714,4,2018,2,5,May,18,Friday,4,0,0,0
2018-05-05,40709.37,49502.93,5,2018,2,5,May,18,Saturday,5,1,0,0
2018-05-06,38185.38,51128.020000000004,6,2018,2,5,May,18,Sunday,6,1,0,0
2018-05-07,80728.02,55062.91571428571,7,2018,2,5,May,19,Monday,0,0,0,0
2018-05-08,67683.51,58411.01714285714,8,2018,2,5,May,19,Tuesday,1,0,0,0
2018-05-09,69226.49,59870.82857142857,9,2018,2,5,May,19,Wednesday,2,0,0,0
2018-05-10,82434.08,62130.78428571428,10,2018,2,5,May,19,Thursday,3,0,0,0
2018-05-11,60142.04,62729.841428571424,11,2018,2,5,May,19,Friday,4,0,0,0
2018-05-12,44886.97,63326.64142857143,12,2018,2,5,May,19,Saturday,5,1,0,0
2018-05-13,46506.84,64515.42142857142,13,2018,2,5,May,19,Sunday,6,1,0,0
2018-05-14,75197.04,63725.28142857143,14,2018,2,5,May,20,Monday,0,0,0,0
2018-05-15,79939.48,65476.13428571429,15,2018,2,5,May,20,Tuesday,1,0,0,0
2018-05-16,80293.72,67057.16714285714,16,2018,2,5,May,20,Wednesday,2,0,0,0
2018-05-17,43719.75,61526.54857142857,17,2018,2,5,May,20,Thursday,3,0,0,0
2018-05-18,46958.84,59643.23428571429,18,2018,2,5,May,20,Friday,4,0,0,0
2018-05-19,35013.66,58232.76142857142,19,2018,2,5,May,20,Saturday,5,1,0,0
2018-05-20,29614.91,55819.62857142858,20,2018,2,5,May,20,Sunday,6,1,0,0
2018-05-21,42650.21,51170.08142857142,21,2018,2,5,May,21,Monday,0,0,0,0
2018-05-22,55491.59,47677.525714285715,22,2018,2,5,May,21,Tuesday,1,0,0,0
2018-05-23,25213.08,39808.86285714286,23,2018,2,5,May,21,Wednesday,2,0,0,0
2018-05-24,27746.54,37526.97571428572,24,2018,2,5,May,21,Thursday,3,0,0,0
2018-05-25,31893.44,35374.775714285715,25,2018,2,5,May,21,Friday,4,0,0,0
2018-05-26,22477.56,33583.904285714285,26,2018,2,5,May,21,Saturday,5,1,0,0
2018-05-27,16482.08,31707.785714285714,27,2018,2,5,May,21,Sunday,6,1,0,0
2018-05-28,40648.26,31421.792857142857,28,2018,2,5,May,22,Monday,0,0,0,0
2018-05-29,36424.9,28697.980000000003,29,2018,2,5,May,22,Tuesday,1,0,0,0
2018-05-30,30821.010000000002,29499.11285714286,30,2018,2,5,May,22,Wednesday,2,0,0,0
2018-05-31,34206.59,30421.977142857144,31,2018,2,5,May,22,Thursday,3,0,0,1
2018-06-01,65404.79,35209.31285714286,1,2018,2,6,June,22,Friday,4,0,1,0
2018-06-02,32048.3,36576.561428571425,2,2018,2,6,June,22,Saturday,5,1,0,0
2018-06-03,39234.85,39826.95714285714,3,2018,2,6,June,22,Sunday,6,1,0,0
2018-06-04,40467.77,39801.17285714286,4,2018,2,6,June,23,Monday,0,0,0,0
2018-06-05,55183.54,42480.97857142857,5,2018,2,6,June,23,Tuesday,1,0,0,0
2018-06-06,44999.21,44506.43571428571,6,2018,2,6,June,23,Wednesday,2,0,0,0
2018-06-07,52537.72,47125.16857142857,7,2018,2,6,June,23,Thursday,3,0,0,0
2018-06-08,42031.68,43786.15285714286,8,2018,2,6,June,23,Friday,4,0,0,0
2018-06-09,40891.5,45049.467142857146,9,2018,2,6,June,23,Saturday,5,1,0,0
2018-06-10,36157.42,44609.83428571429,10,2018,2,6,June,23,Sunday,6,1,0,0
2018-06-11,76270.14,49724.45857142857,11,2018,2,6,June,24,Monday,0,0,0,0
2018-06-12,57250.2,50019.69571428571,12,2018,2,6,June,24,Tuesday,1,0,0,0
2018-06-13,53609.94,51249.799999999996,13,2018,2,6,June,24,Wednesday,2,0,0,0
2018-06-14,38063.21,49182.01285714285,14,2018,2,6,June,24,Thursday,3,0,0,0
2018-06-15,37314.78,48508.17,15,2018,2,6,June,24,Friday,4,0,0,0
2018-06-16,32244.55,47272.89142857143,16,2018,2,6,June,24,Saturday,5,1,0,0
2018-06-17,25318.22,45724.434285714284,17,2018,2,6,June,24,Sunday,6,1,0,0
2018-06-18,51176.81,42139.672857142854,18,2018,2,6,June,25,Monday,0,0,0,0
2018-06-19,50831.47,41222.71142857143,19,2018,2,6,June,25,Tuesday,1,0,0,0
2018-06-20,45892.07,40120.15857142857,20,2018,2,6,June,25,Wednesday,2,0,0,0
2018-06-21,39979.85,40393.96428571428,21,2018,2,6,June,25,Thursday,3,0,0,0
2018-06-22,35509.02,40135.99857142857,22,2018,2,6,June,25,Friday,4,0,0,0
2018-06-23,25543.8,39178.74857142857,23,2018,2,6,June,25,Saturday,5,1,0,0
2018-06-24,33656.35,40369.909999999996,24,2018,2,6,June,25,Sunday,6,1,0,0
2018-06-25,53833.76,40749.474285714285,25,2018,2,6,June,26,Monday,0,0,0,0
2018-06-26,52740.68,41022.21857142857,26,2018,2,6,June,26,Tuesday,1,0,0,0
2018-06-27,39617.93,40125.91285714286,27,2018,2,6,June,26,Wednesday,2,0,0,0
2018-06-28,49568.37,41495.70142857143,28,2018,2,6,June,26,Thursday,3,0,0,0
2018-06-29,30030.41,40713.04285714286,29,2018,2,6,June,26,Friday,4,0,0,0
2018-06-30,21277.47,40103.56714285714,30,2018,2,6,June,26,Saturday,5,1,0,1
2018-07-01,39158.69,40889.61571428572,1,2018,3,7,July,26,Sunday,6,1,1,0
2018-07-02,48104.96,40071.21571428572,2,2018,3,7,July,27,Monday,0,0,0,0
2018-07-03,41207.09,38423.560000000005,3,2018,3,7,July,27,Tuesday,1,0,0,0
2018-07-04,50103.64,39921.51857142857,4,2018,3,7,July,27,Wednesday,2,0,0,0
2018-07-05,49744.71,39946.71,5,2018,3,7,July,27,Thursday,3,0,0,0
2018-07-06,24405.399999999998,39143.137142857144,6,2018,3,7,July,27,Friday,4,0,0,0
2018-07-07,14291.8,38145.184285714284,7,2018,3,7,July,27,Saturday,5,1,0,0
2018-07-08,22526.93,35769.21857142857,8,2018,3,7,July,27,Sunday,6,1,0,0
2018-07-09,25022.49,32471.722857142857,9,2018,3,7,July,28,Monday,0,0,0,0
2018-07-10,26745.47,30405.777142857143,10,2018,3,7,July,28,Tuesday,1,0,0,0
2018-07-11,27844.81,27225.944285714282,11,2018,3,7,July,28,Wednesday,2,0,0,0
2018-07-12,41910.57,26106.78142857143,12,2018,3,7,July,28,Thursday,3,0,0,0
2018-07-13,39422.29,28252.05142857143,13,2018,3,7,July,28,Friday,4,0,0,0
2018-07-14,28780.170000000002,30321.81857142857,14,2018,3,7,July,28,Saturday,5,1,0,0
2018-07-15,59075.52,35543.04571428571,15,2018,3,7,July,28,Sunday,6,1,0,0
2018-07-16,42826.11,38086.42,16,2018,3,7,July,29,Monday,0,0,0,0
2018-07-17,41688.17,40221.09142857143,17,2018,3,7,July,29,Tuesday,1,0,0,0
2018-07-18,63997.87,45385.81428571429,18,2018,3,7,July,29,Wednesday,2,0,0,0
2018-07-19,55468.22,47322.62142857142,19,2018,3,7,July,29,Thursday,3,0,0,0
2018-07-20,46992.88,48404.13428571429,20,2018,3,7,July,29,Friday,4,0,0,0
2018-07-21,29128.88,48453.95,21,2018,3,7,July,29,Saturday,5,1,0,0
2018-07-22,48132.91,46890.72000000001,22,2018,3,7,July,29,Sunday,6,1,0,0
2018-07-23,60286.71,49385.09142857143,23,2018,3,7,July,30,Monday,0,0,0,0
2018-07-24,53799.27,51115.24857142857,24,2018,3,7,July,30,Tuesday,1,0,0,0
2018-07-25,69513.13,51903.142857142855,25,2018,3,7,July,30,Wednesday,2,0,0,0
2018-07-26,55103.47,51851.03571428572,26,2018,3,7,July,30,Thursday,3,0,0,0
2018-07-27,40824.04,50969.77285714286,27,2018,3,7,July,30,Friday,4,0,0,0
2018-07-28,44997.65,53236.740000000005,28,2018,3,7,July,30,Saturday,5,1,0,0
2018-07-29,40472.22,52142.35571428571,29,2018,3,7,July,30,Sunday,6,1,0,0
2018-07-30,52778.05,51069.69,30,2018,3,7,July,31,Monday,0,0,0,0
2018-07-31,75067.36,54107.98857142858,31,2018,3,7,July,31,Tuesday,1,0,0,1
2018-08-01,59116.83,52622.80285714286,1,2018,3,8,August,31,Wednesday,2,0,1,0
2018-08-02,54797.26,52579.05857142858,2,2018,3,8,August,31,Thursday,3,0,0,0
2018-08-03,58045.93,55039.32857142857,3,2018,3,8,August,31,Friday,4,0,0,0
2018-08-04,48190.46,55495.44428571429,4,2018,3,8,August,31,Saturday,5,1,0,0
2018-08-05,51253.92,57035.68714285714,5,2018,3,8,August,31,Sunday,6,1,0,0
2018-08-06,89915.05,62340.972857142864,6,2018,3,8,August,32,Monday,0,0,0,0
2018-08-07,92721.85,64863.042857142864,7,2018,3,8,August,32,Tuesday,1,0,0,0
2018-08-08,71733.77,66665.46285714286,8,2018,3,8,August,32,Wednesday,2,0,0,0
2018-08-09,56319.39,66882.91,9,2018,3,8,August,32,Thursday,3,0,0,0
2018-08-10,44868.43,65000.41000000001,10,2018,3,8,August,32,Friday,4,0,0,0
2018-08-11,37553.18,63480.798571428575,11,2018,3,8,August,32,Saturday,5,1,0,0
2018-08-12,52302.26,63630.56142857143,12,2018,3,8,August,32,Sunday,6,1,0,0
2018-08-13,55565.83,58723.52999999999,13,2018,3,8,August,33,Monday,0,0,0,0
2018-08-14,58834.48,53882.47714285715,14,2018,3,8,August,33,Tuesday,1,0,0,0
2018-08-15,60042.090000000004,52212.23714285714,15,2018,3,8,August,33,Wednesday,2,0,0,0
2018-08-16,50492.31,51379.79714285715,16,2018,3,8,August,33,Thursday,3,0,0,0
2018-08-17,48773.76,51937.701428571425,17,2018,3,8,August,33,Friday,4,0,0,0
2018-08-18,31372.66,51054.770000000004,18,2018,3,8,August,33,Saturday,5,1,0,0
2018-08-19,34945.68,48575.258571428574,19,2018,3,8,August,33,Sunday,6,1,0,0
2018-08-20,48805.71,47609.52714285714,20,2018,3,8,August,34,Monday,0,0,0,0
2018-08-21,34734.67,44166.69714285714,21,2018,3,8,August,34,Tuesday,1,0,0,0
2018-08-22,29591.82,39816.65857142857,22,2018,3,8,August,34,Wednesday,2,0,0,0
2018-08-23,22532.82,35822.44571428571,23,2018,3,8,August,34,Thursday,3,0,0,0
2018-08-24,14464.49,30921.121428571427,24,2018,3,8,August,34,Friday,4,0,0,0
2018-08-25,12768.89,28263.440000000002,25,2018,3,8,August,34,Saturday,5,1,0,0
2018-08-26,10496.35,24770.678571428572,26,2018,3,8,August,34,Sunday,6,1,0,0
2018-08-27,6839.13,18775.452857142856,27,2018,3,8,August,35,Monday,0,0,0,0
2018-08-28,6108.19,14685.955714285714,28,2018,3,8,August,35,Tuesday,1,0,0,0
2018-08-29,4881.79,11155.951428571429,29,2018,3,8,August,35,Wednesday,2,0,0,0
2018-08-30,705.04,8037.697142857142,30,2018,3,8,August,35,Thursday,3,0,0,0
2018-08-31,63.89,5980.4685714285715,31,2018,3,8,August,35,Friday,4,0,0,1
2018-09-01,0.0,4156.341428571429,1,2018,3,9,September,35,Saturday,5,1,1,0
2018-09-02,0.0,2656.862857142857,2,2018,3,9,September,35,Sunday,6,1,0,0
2018-09-03,458.64,1745.3642857142856,3,2018,3,9,September,36,Monday,0,0,0,0
2018-09-04,0.0,872.7657142857142,4,2018,3,9,September,36,Tuesday,1,0,0,0
2018-09-05,0.0,175.36714285714285,5,2018,3,9,September,36,Wednesday,2,0,0,0
2018-09-06,2443.2000000000003,423.6757142857144,6,2018,3,9,September,36,Thursday,3,0,0,0
2018-09-07,0.0,414.54857142857145,7,2018,3,9,September,36,Friday,4,0,0,0
2018-09-08,0.0,414.54857142857145,8,2018,3,9,September,36,Saturday,5,1,0,0
2018-09-09,0.0,414.54857142857145,9,2018,3,9,September,36,Sunday,6,1,0,0
2018-09-10,51.17,356.3385714285714,10,2018,3,9,September,37,Monday,0,0,0,0
2018-09-11,258.67,393.2914285714286,11,2018,3,9,September,37,Tuesday,1,0,0,0
2018-09-12,84.58,405.3742857142857,12,2018,3,9,September,37,Wednesday,2,0,0,0
2018-09-13,414.04,115.49428571428572,13,2018,3,9,September,37,Thursday,3,0,0,0
2018-09-14,0.0,115.49428571428572,14,2018,3,9,September,37,Friday,4,0,0,0
2018-09-15,0.0,115.49428571428572,15,2018,3,9,September,37,Saturday,5,1,0,0
2018-09-16,0.0,115.49428571428572,16,2018,3,9,September,37,Sunday,6,1,0,0
2018-09-17,84.58,120.26714285714287,17,2018,3,9,September,38,Monday,0,0,0,0
2018-09-18,0.0,83.31428571428572,18,2018,3,9,September,38,Tuesday,1,0,0,0
2018-09-19,0.0,71.23142857142857,19,2018,3,9,September,38,Wednesday,2,0,0,0
2018-09-20,191.46,39.434285714285714,20,2018,3,9,September,38,Thursday,3,0,0,0
2018-09-21,0.0,39.434285714285714,21,2018,3,9,September,38,Friday,4,0,0,0
2018-09-22,0.0,39.434285714285714,22,2018,3,9,September,38,Saturday,5,1,0,0
2018-09-23,0.0,39.434285714285714,23,2018,3,9,September,38,Sunday,6,1,0,0
2018-09-24,0.0,27.351428571428578,24,2018,3,9,September,39,Monday,0,0,0,0
2018-09-25,221.54,59.0,25,2018,3,9,September,39,Tuesday,1,0,0,0
2018-09-26,94.63,72.51857142857143,26,2018,3,9,September,39,Wednesday,2,0,0,0
2018-09-27,0.0,45.16714285714285,27,2018,3,9,September,39,Thursday,3,0,0,0
2018-09-28,0.0,45.16714285714285,28,2018,3,9,September,39,Friday,4,0,0,0
2018-09-29,137.03,64.74285714285715,29,2018,3,9,September,39,Saturday,5,1,0,0
2018-09-30,0.0,64.74285714285715,30,2018,3,9,September,39,Sunday,6,1,0,1
2018-10-01,80.38,76.22571428571428,1,2018,4,10,October,40,Monday,0,0,1,0
2018-10-02,0.0,44.57714285714286,2,2018,4,10,October,40,Tuesday,1,0,0,0
2018-10-03,197.55,59.28000000000001,3,2018,4,10,October,40,Wednesday,2,0,0,0
2018-10-04,0.0,59.28000000000001,4,2018,4,10,October,40,Thursday,3,0,0,0
2018-10-05,0.0,59.28000000000001,5,2018,4,10,October,40,Friday,4,0,0,0
2018-10-06,0.0,39.704285714285724,6,2018,4,10,October,40,Saturday,5,1,0,0
2018-10-07,0.0,39.704285714285724,7,2018,4,10,October,40,Sunday,6,1,0,0
2018-10-08,0.0,28.22142857142857,8,2018,4,10,October,41,Monday,0,0,0,0
2018-10-09,0.0,28.22142857142857,9,2018,4,10,October,41,Tuesday,1,0,0,0
2018-10-10,0.0,0.0,10,2018,4,10,October,41,Wednesday,2,0,0,0
2018-10-11,0.0,0.0,11,2018,4,10,October,41,Thursday,3,0,0,0
2018-10-12,0.0,0.0,12,2018,4,10,October,41,Friday,4,0,0,0
2018-10-13,0.0,0.0,13,2018,4,10,October,41,Saturday,5,1,0,0
2018-10-14,0.0,0.0,14,2018,4,10,October,41,Sunday,6,1,0,0
2018-10-15,0.0,0.0,15,2018,4,10,October,42,Monday,0,0,0,0
2018-10-16,222.03,31.71857142857143,16,2018,4,10,October,42,Tuesday,1,0,0,0
2018-10-17,89.71,44.534285714285716,17,2018,4,10,October,42,Wednesday,2,0,0,0
