Date,Sales,Rolling_7,Day,Year,Quarter,Month,Month_Name,Week,Day_of_Week,Day_Number,Is_Weekend,Is_Month_Start,Is_Month_End
2016-09-04,272.46,,4,2016,3,9,September,35,Sunday,6,1,0,0
2016-09-05,75.06,,5,2016,3,9,September,36,Monday,0,0,0,0
2016-09-06,0.0,,6,2016,3,9,September,36,Tuesday,1,0,0,0
2016-09-07,0.0,,7,2016,3,9,September,36,Wednesday,2,0,0,0
2016-09-08,0.0,,8,2016,3,9,September,36,Thursday,3,0,0,0
2016-09-09,0.0,,9,2016,3,9,September,36,Friday,4,0,0,0
2016-09-10,0.0,49.645714285714284,10,2016,3,9,September,36,Saturday,5,1,0,0
2016-09-11,0.0,10.722857142857142,11,2016,3,9,September,36,Sunday,6,1,0,0
2016-09-12,0.0,0.0,12,2016,3,9,September,37,Monday,0,0,0,0
2016-09-13,40.95,5.8500000000000005,13,2016,3,9,September,37,Tuesday,1,0,0,0
2016-09-14,0.0,5.8500000000000005,14,2016,3,9,September,37,Wednesday,2,0,0,0
2016-09-15,0.0,5.8500000000000005,15,2016,3,9,September,37,Thursday,3,0,0,0
2016-09-16,0.0,5.8500000000000005,16,2016,3,9,September,37,Friday,4,0,0,0
2016-09-17,0.0,5.8500000000000005,17,2016,3,9,September,37,Saturday,5,1,0,0
2016-09-18,0.0,5.8500000000000005,18,2016,3,9,September,37,Sunday,6,1,0,0
2016-09-19,0.0,5.8500000000000005,19,2016,3,9,September,38,Monday,0,0,0,0
2016-09-20,0.0,0.0,20,2016,3,9,September,38,Tuesday,1,0,0,0
2016-09-21,0.0,0.0,21,2016,3,9,September,38,Wednesday,2,0,0,0
2016-09-22,0.0,0.0,22,2016,3,9,September,38,Thursday,3,0,0,0
2016-09-23,0.0,0.0,23,2016,3,9,September,38,Friday,4,0,0,0
2016-09-24,0.0,0.0,24,2016,3,9,September,38,Saturday,5,1,0,0
2016-09-25,0.0,0.0,25,2016,3,9,September,38,Sunday,6,1,0,0
2016-09-26,0.0,0.0,26,2016,3,9,September,39,Monday,0,0,0,0
2016-09-27,0.0,0.0,27,2016,3,9,September,39,Tuesday,1,0,0,0
2016-09-28,0.0,0.0,28,2016,3,9,September,39,Wednesday,2,0,0,0
2016-09-29,0.0,0.0,29,2016,3,9,September,39,Thursday,3,0,0,0
2016-09-30,0.0,0.0,30,2016,3,9,September,39,Friday,4,0,0,1
2016-10-01,0.0,0.0,1,2016,4,10,October,39,Saturday,5,1,1,0
2016-10-02,109.34,15.620000000000001,2,2016,4,10,October,39,Sunday,6,1,0,0
2016-10-03,595.14,100.64,3,2016,4,10,October,40,Monday,0,0,0,0
2016-10-04,14075.31,2111.3985714285714,4,2016,4,10,October,40,Tuesday,1,0,0,0
2016-10-05,16319.57,4442.765714285714,5,2016,4,10,October,40,Wednesday,2,0,0,0
2016-10-06,11645.27,6106.375714285714,6,2016,4,10,October,40,Thursday,3,0,0,0
2016-10-07,10492.23,7605.265714285714,7,2016,4,10,October,40,Friday,4,0,0,0
2016-10-08,10837.87,9153.532857142856,8,2016,4,10,October,40,Saturday,5,1,0,0
2016-10-09,6895.09,10122.925714285715,9,2016,4,10,October,40,Sunday,6,1,0,0
2016-10-10,5088.36,10764.814285714285,10,2016,4,10,October,41,Monday,0,0,0,0
2016-10-11,0.0,8754.055714285714,11,2016,4,10,October,41,Tuesday,1,0,0,0
2016-10-12,0.0,6422.688571428572,12,2016,4,10,October,41,Wednesday,2,0,0,0
2016-10-13,0.0,4759.078571428572,13,2016,4,10,October,41,Thursday,3,0,0,0
2016-10-14,0.0,3260.1885714285713,14,2016,4,10,October,41,Friday,4,0,0,0
2016-10-15,0.0,1711.9214285714286,15,2016,4,10,October,41,Saturday,5,1,0,0
2016-10-16,0.0,726.9085714285713,16,2016,4,10,October,41,Sunday,6,1,0,0
2016-10-17,0.0,0.0,17,2016,4,10,October,42,Monday,0,0,0,0
2016-10-18,0.0,0.0,18,2016,4,10,October,42,Tuesday,1,0,0,0
2016-10-19,0.0,0.0,19,2016,4,10,October,42,Wednesday,2,0,0,0
2016-10-20,0.0,0.0,20,2016,4,10,October,42,Thursday,3,0,0,0
2016-10-21,0.0,0.0,21,2016,4,10,October,42,Friday,4,0,0,0
2016-10-22,61.99,8.855714285714287,22,2016,4,10,October,42,Saturday,5,1,0,0
2016-10-23,0.0,8.855714285714287,23,2016,4,10,October,42,Sunday,6,1,0,0
2016-10-24,0.0,8.855714285714287,24,2016,4,10,October,43,Monday,0,0,0,0
2016-10-25,0.0,8.855714285714287,25,2016,4,10,October,43,Tuesday,1,0,0,0
2016-10-26,0.0,8.855714285714287,26,2016,4,10,October,43,Wednesday,2,0,0,0
2016-10-27,0.0,8.855714285714287,27,2016,4,10,October,43,Thursday,3,0,0,0
2016-10-28,0.0,8.855714285714287,28,2016,4,10,October,43,Friday,4,0,0,0
2016-10-29,0.0,0.0,29,2016,4,10,October,43,Saturday,5,1,0,0
2016-10-30,0.0,0.0,30,2016,4,10,October,43,Sunday,6,1,0,0
2016-10-31,0.0,0.0,31,2016,4,10,October,44,Monday,0,0,0,1
2016-11-01,0.0,0.0,1,2016,4,11,November,44,Tuesday,1,0,1,0
2016-11-02,0.0,0.0,2,2016,4,11,November,44,Wednesday,2,0,0,0
2016-11-03,0.0,0.0,3,2016,4,11,November,44,Thursday,3,0,0,0
2016-11-04,0.0,0.0,4,2016,4,11,November,44,Friday,4,0,0,0
2016-11-05,0.0,0.0,5,2016,4,11,November,44,Saturday,5,1,0,0
2016-11-06,0.0,0.0,6,2016,4,11,November,44,Sunday,6,1,0,0
2016-11-07,0.0,0.0,7,2016,4,11,November,45,Monday,0,0,0,0
2016-11-08,0.0,0.0,8,2016,4,11,November,45,Tuesday,1,0,0,0
2016-11-09,0.0,0.0,9,2016,4,11,November,45,Wednesday,2,0,0,0
2016-11-10,0.0,0.0,10,2016,4,11,November,45,Thursday,3,0,0,0
2016-11-11,0.0,0.0,11,2016,4,11,November,45,Friday,4,0,0,0
2016-11-12,0.0,0.0,12,2016,4,11,November,45,Saturday,5,1,0,0
2016-11-13,0.0,0.0,13,2016,4,11,November,45,Sunday,6,1,0,0
2016-11-14,0.0,0.0,14,2016,4,11,November,46,Monday,0,0,0,0
2016-11-15,0.0,0.0,15,2016,4,11,November,46,Tuesday,1,0,0,0
2016-11-16,0.0,0.0,16,2016,4,11,November,46,Wednesday,2,0,0,0
2016-11-17,0.0,0.0,17,2016,4,11,November,46,Thursday,3,0,0,0
2016-11-18,0.0,0.0,18,2016,4,11,November,46,Friday,4,0,0,0
2016-11-19,0.0,0.0,19,2016,4,11,November,46,Saturday,5,1,0,0
2016-11-20,0.0,0.0,20,2016,4,11,November,46,Sunday,6,1,0,0
2016-11-21,0.0,0.0,21,2016,4,11,November,47,Monday,0,0,0,0
2016-11-22,0.0,0.0,22,2016,4,11,November,47,Tuesday,1,0,0,0
2016-11-23,0.0,0.0,23,2016,4,11,November,47,Wednesday,2,0,0,0
2016-11-24,0.0,0.0,24,2016,4,11,November,47,Thursday,3,0,0,0
2016-11-25,0.0,0.0,25,2016,4,11,November,47,Friday,4,0,0,0
2016-11-26,0.0,0.0,26,2016,4,11,November,47,Saturday,5,1,0,0
2016-11-27,0.0,0.0,27,2016,4,11,November,47,Sunday,6,1,0,0
2016-11-28,0.0,0.0,28,2016,4,11,November,48,Monday,0,0,0,0
2016-11-29,0.0,0.0,29,2016,4,11,November,48,Tuesday,1,0,0,0
2016-11-30,0.0,0.0,30,2016,4,11,November,48,Wednesday,2,0,0,1
2016-12-01,0.0,0.0,1,2016,4,12,December,48,Thursday,3,0,1,0
2016-12-02,0.0,0.0,2,2016,4,12,December,48,Friday,4,0,0,0
2016-12-03,0.0,0.0,3,2016,4,12,December,48,Saturday,5,1,0,0
2016-12-04,0.0,0.0,4,2016,4,12,December,48,Sunday,6,1,0,0
2016-12-05,0.0,0.0,5,2016,4,12,December,49,Monday,0,0,0,0
2016-12-06,0.0,0.0,6,2016,4,12,December,49,Tuesday,1,0,0,0
2016-12-07,0.0,0.0,7,2016,4,12,December,49,Wednesday,2,0,0,0
2016-12-08,0.0,0.0,8,2016,4,12,December,49,Thursday,3,0,0,0
2016-12-09,0.0,0.0,9,2016,4,12,December,49,Friday,4,0,0,0
2016-12-10,0.0,0.0,10,2016,4,12,December,49,Saturday,5,1,0,0
2016-12-11,0.0,0.0,11,2016,4,12,December,49,Sunday,6,1,0,0
2016-12-12,0.0,0.0,12,2016,4,12,December,50,Monday,0,0,0,0
2016-12-13,0.0,0.0,13,2016,4,12,December,50,Tuesday,1,0,0,0
2016-12-14,0.0,0.0,14,2016,4,12,December,50,Wednesday,2,0,0,0
2016-12-15,0.0,0.0,15,2016,4,12,December,50,Thursday,3,0,0,0
2016-12-16,0.0,0.0,16,2016,4,12,December,50,Friday,4,0,0,0
2016-12-17,0.0,0.0,17,2016,4,12,December,50,Saturday,5,1,0,0
2016-12-18,0.0,0.0,18,2016,4,12,December,50,Sunday,6,1,0,0
2016-12-19,0.0,0.0,19,2016,4,12,December,51,Monday,0,0,0,0
2016-12-20,0.0,0.0,20,2016,4,12,December,51,Tuesday,1,0,0,0
2016-12-21,0.0,0.0,21,2016,4,12,December,51,Wednesday,2,0,0,0
2016-12-22,0.0,0.0,22,2016,4,12,December,51,Thursday,3,0,0,0
2016-12-23,19.62,2.802857142857143,23,2016,4,12,December,51,Friday,4,0,0,0
2016-12-24,0.0,2.802857142857143,24,2016,4,12,December,51,Saturday,5,1,0,0
2016-12-25,0.0,2.802857142857143,25,2016,4,12,December,51,Sunday,6,1,0,0
2016-12-26,0.0,2.802857142857143,26,2016,4,12,December,52,Monday,0,0,0,0
2016-12-27,0.0,2.802857142857143,27,2016,4,12,December,52,Tuesday,1,0,0,0
2016-12-28,0.0,2.802857142857143,28,2016,4,12,December,52,Wednesday,2,0,0,0
2016-12-29,0.0,2.802857142857143,29,2016,4,12,December,52,Thursday,3,0,0,0
2016-12-30,0.0,0.0,30,2016,4,12,December,52,Friday,4,0,0,0
2016-12-31,0.0,0.0,31,2016,4,12,December,52,Saturday,5,1,0,1
2017-01-01,0.0,0.0,1,2017,1,1,January,52,Sunday,6,1,1,0
2017-01-02,0.0,0.0,2,2017,1,1,January,1,Monday,0,0,0,0
2017-01-03,0.0,0.0,3,2017,1,1,January,1,Tuesday,1,0,0,0
2017-01-04,0.0,0.0,4,2017,1,1,January,1,Wednesday,2,0,0,0
2017-01-05,707.27,101.03857142857143,5,2017,1,1,January,1,Thursday,3,0,0,0
2017-01-06,988.28,242.22142857142856,6,2017,1,1,January,1,Friday,4,0,0,0
2017-01-07,2294.5099999999998,570.0085714285714,7,2017,1,1,January,1,Saturday,5,1,0,0
2017-01-08,809.63,685.67,8,2017,1,1,January,1,Sunday,6,1,0,0
2017-01-09,882.63,811.76,9,2017,1,1,January,2,Monday,0,0,0,0
2017-01-10,1571.17,1036.212857142857,10,2017,1,1,January,2,Tuesday,1,0,0,0
2017-01-11,3062.33,1473.6885714285713,11,2017,1,1,January,2,Wednesday,2,0,0,0
2017-01-12,3256.45,1837.857142857143,12,2017,1,1,January,2,Thursday,3,0,0,0
2017-01-13,2903.9700000000003,2111.5271428571427,13,2017,1,1,January,2,Friday,4,0,0,0
2017-01-14,1507.36,1999.077142857143,14,2017,1,1,January,2,Saturday,5,1,0,0
2017-01-15,3556.48,2391.4842857142858,15,2017,1,1,January,2,Sunday,6,1,0,0
2017-01-16,5294.02,3021.682857142857,16,2017,1,1,January,3,Monday,0,0,0,0
2017-01-17,4742.07,3474.6685714285713,17,2017,1,1,January,3,Tuesday,1,0,0,0
2017-01-18,4898.54,3736.9842857142858,18,2017,1,1,January,3,Wednesday,2,0,0,0
2017-01-19,5799.98,4100.345714285714,19,2017,1,1,January,3,Thursday,3,0,0,0
2017-01-20,8306.46,4872.129999999999,20,2017,1,1,January,3,Friday,4,0,0,0
2017-01-21,6671.86,5609.915714285714,21,2017,1,1,January,3,Saturday,5,1,0,0
2017-01-22,5091.599999999999,5829.2185714285715,22,2017,1,1,January,3,Sunday,6,1,0,0
2017-01-23,10151.1,6523.087142857143,23,2017,1,1,January,4,Monday,0,0,0,0
2017-01-24,9629.76,7221.328571428572,24,2017,1,1,January,4,Tuesday,1,0,0,0
2017-01-25,12596.65,8321.058571428572,25,2017,1,1,January,4,Wednesday,2,0,0,0
2017-01-26,18881.29,10189.817142857142,26,2017,1,1,January,4,Thursday,3,0,0,0
2017-01-27,16037.99,11294.32142857143,27,2017,1,1,January,4,Friday,4,0,0,0
2017-01-28,5987.98,11196.624285714284,28,2017,1,1,January,4,Saturday,5,1,0,0
2017-01-29,9474.34,11822.73,29,2017,1,1,January,4,Sunday,6,1,0,0
2017-01-30,26778.75,14198.108571428573,30,2017,1,1,January,5,Monday,0,0,0,0
2017-01-31,17133.19,15270.027142857141,31,2017,1,1,January,5,Tuesday,1,0,0,1
2017-02-01,11093.53,15055.295714285714,1,2017,1,2,February,5,Wednesday,2,0,1,0
2017-02-02,11854.56,14051.477142857142,2,2017,1,2,February,5,Thursday,3,0,0,0
2017-02-03,12712.47,13576.402857142855,3,2017,1,2,February,5,Friday,4,0,0,0
2017-02-04,17974.06,15288.699999999999,4,2017,1,2,February,5,Saturday,5,1,0,0
2017-02-05,12141.24,15669.685714285713,5,2017,1,2,February,5,Sunday,6,1,0,0
2017-02-06,12255.9,13594.992857142855,6,2017,1,2,February,6,Monday,0,0,0,0
2017-02-07,22192.55,14317.75857142857,7,2017,1,2,February,6,Tuesday,1,0,0,0
2017-02-08,16217.77,15049.792857142858,8,2017,1,2,February,6,Wednesday,2,0,0,0
2017-02-09,12017.19,15073.025714285714,9,2017,1,2,February,6,Thursday,3,0,0,0
2017-02-10,17648.34,15778.15,10,2017,1,2,February,6,Friday,4,0,0,0
2017-02-11,6554.84,14146.832857142856,11,2017,1,2,February,6,Saturday,5,1,0,0
2017-02-12,17211.37,14871.137142857142,12,2017,1,2,February,6,Sunday,6,1,0,0
2017-02-13,16132.33,15424.912857142857,13,2017,1,2,February,7,Monday,0,0,0,0
2017-02-14,19003.71,14969.364285714286,14,2017,1,2,February,7,Tuesday,1,0,0,0
2017-02-15,8663.64,13890.202857142856,15,2017,1,2,February,7,Wednesday,2,0,0,0
2017-02-16,8647.8,13408.861428571428,16,2017,1,2,February,7,Thursday,3,0,0,0
2017-02-17,11948.3,12594.569999999998,17,2017,1,2,February,7,Friday,4,0,0,0
2017-02-18,13267.33,13553.497142857143,18,2017,1,2,February,7,Saturday,5,1,0,0
2017-02-19,4913.28,11796.62714285714,19,2017,1,2,February,7,Sunday,6,1,0,0
2017-02-20,10772.58,11030.948571428571,20,2017,1,2,February,8,Monday,0,0,0,0
2017-02-21,11017.15,9890.011428571428,21,2017,1,2,February,8,Tuesday,1,0,0,0
2017-02-22,10848.53,10202.138571428572,22,2017,1,2,February,8,Wednesday,2,0,0,0
2017-02-23,14871.58,11091.25,23,2017,1,2,February,8,Thursday,3,0,0,0
2017-02-24,9898.21,10798.380000000001,24,2017,1,2,February,8,Friday,4,0,0,0
2017-02-25,7018.62,9905.707142857142,25,2017,1,2,February,8,Saturday,5,1,0,0
2017-02-26,7645.64,10296.044285714286,26,2017,1,2,February,8,Sunday,6,1,0,0
2017-02-27,8805.61,10015.048571428571,27,2017,1,2,February,9,Monday,0,0,0,0
2017-02-28,16373.8,10780.284285714286,28,2017,1,2,February,9,Tuesday,1,0,0,1
2017-03-01,23275.079999999998,12555.505714285715,1,2017,1,3,March,9,Wednesday,2,0,1,0
2017-03-02,14818.23,12547.884285714286,2,2017,1,3,March,9,Thursday,3,0,0,0
2017-03-03,15974.58,13415.937142857143,3,2017,1,3,March,9,Friday,4,0,0,0
2017-03-04,18476.55,15052.784285714284,4,2017,1,3,March,9,Saturday,5,1,0,0
2017-03-05,10883.02,15515.267142857143,5,2017,1,3,March,9,Sunday,6,1,0,0
2017-03-06,15934.46,16533.674285714285,6,2017,1,3,March,10,Monday,0,0,0,0
2017-03-07,19087.99,16921.415714285715,7,2017,1,3,March,10,Tuesday,1,0,0,0
2017-03-08,21757.76,16704.655714285716,8,2017,1,3,March,10,Wednesday,2,0,0,0
2017-03-09,19842.82,17422.454285714284,9,2017,1,3,March,10,Thursday,3,0,0,0
2017-03-10,17167.08,17592.81142857143,10,2017,1,3,March,10,Friday,4,0,0,0
2017-03-11,15222.7,17127.975714285716,11,2017,1,3,March,10,Saturday,5,1,0,0
2017-03-12,8778.92,16827.390000000003,12,2017,1,3,March,10,Sunday,6,1,0,0
2017-03-13,20573.32,17490.084285714285,13,2017,1,3,March,11,Monday,0,0,0,0
2017-03-14,22128.65,17924.464285714286,14,2017,1,3,March,11,Tuesday,1,0,0,0
2017-03-15,20709.57,17774.722857142857,15,2017,1,3,March,11,Wednesday,2,0,0,0
2017-03-16,24188.43,18395.524285714288,16,2017,1,3,March,11,Thursday,3,0,0,0
2017-03-17,16127.26,18246.97857142857,17,2017,1,3,March,11,Friday,4,0,0,0
2017-03-18,19397.72,18843.41,18,2017,1,3,March,11,Saturday,5,1,0,0
2017-03-19,8395.68,18788.661428571428,19,2017,1,3,March,11,Sunday,6,1,0,0
2017-03-20,23558.56,19215.124285714286,20,2017,1,3,March,12,Monday,0,0,0,0
2017-03-21,17003.25,18482.92428571429,21,2017,1,3,March,12,Tuesday,1,0,0,0
2017-03-22,20234.93,18415.11857142857,22,2017,1,3,March,12,Wednesday,2,0,0,0
2017-03-23,30982.7,19385.72857142857,23,2017,1,3,March,12,Thursday,3,0,0,0
2017-03-24,15134.18,19243.860000000004,24,2017,1,3,March,12,Friday,4,0,0,0
2017-03-25,14454.1,18537.628571428573,25,2017,1,3,March,12,Saturday,5,1,0,0
2017-03-26,8600.82,18566.934285714284,26,2017,1,3,March,12,Sunday,6,1,0,0
2017-03-27,22562.670000000002,18424.664285714283,27,2017,1,3,March,13,Monday,0,0,0,0
2017-03-28,17964.33,18561.96142857143,28,2017,1,3,March,13,Tuesday,1,0,0,0
2017-03-29,12499.55,17456.907142857144,29,2017,1,3,March,13,Wednesday,2,0,0,0
2017-03-30,14626.82,15120.352857142858,30,2017,1,3,March,13,Thursday,3,0,0,0
2017-03-31,14376.5,15012.112857142858,31,2017,1,3,March,13,Friday,4,0,0,1
2017-04-01,21242.64,15981.904285714287,1,2017,2,4,April,13,Saturday,5,1,1,0
2017-04-02,18305.97,17368.354285714286,2,2017,2,4,April,13,Sunday,6,1,0,0
2017-04-03,14773.34,16255.592857142856,3,2017,2,4,April,14,Monday,0,0,0,0
2017-04-04,17230.36,16150.740000000002,4,2017,2,4,April,14,Tuesday,1,0,0,0
2017-04-05,21421.09,17425.245714285713,5,2017,2,4,April,14,Wednesday,2,0,0,0
2017-04-06,43173.64,21503.362857142853,6,2017,2,4,April,14,Thursday,3,0,0,0
2017-04-07,16888.56,21862.22857142857,7,2017,2,4,April,14,Friday,4,0,0,0
2017-04-08,11688.88,20497.405714285713,8,2017,2,4,April,14,Saturday,5,1,0,0
2017-04-09,11017.89,19456.251428571424,9,2017,2,4,April,14,Sunday,6,1,0,0
2017-04-10,14921.98,19477.485714285714,10,2017,2,4,April,15,Monday,0,0,0,0
2017-04-11,11654.87,18680.987142857142,11,2017,2,4,April,15,Tuesday,1,0,0,0
2017-04-12,9932.82,17039.805714285714,12,2017,2,4,April,15,Wednesday,2,0,0,0
2017-04-13,12476.96,12654.565714285713,13,2017,2,4,April,15,Thursday,3,0,0,0
2017-04-14,11502.1,11885.07142857143,14,2017,2,4,April,15,Friday,4,0,0,0
2017-04-15,9979.54,11640.880000000001,15,2017,2,4,April,15,Saturday,5,1,0,0
2017-04-16,7187.76,11093.718571428572,16,2017,2,4,April,15,Sunday,6,1,0,0
2017-04-17,11472.04,10600.869999999999,17,2017,2,4,April,16,Monday,0,0,0,0
2017-04-18,26631.78,12740.42857142857,18,2017,2,4,April,16,Tuesday,1,0,0,0
2017-04-19,17429.04,13811.317142857142,19,2017,2,4,April,16,Wednesday,2,0,0,0
2017-04-20,20299.58,14928.834285714285,20,2017,2,4,April,16,Thursday,3,0,0,0
2017-04-21,12732.67,15104.630000000001,21,2017,2,4,April,16,Friday,4,0,0,0
2017-04-22,18109.16,16266.004285714285,22,2017,2,4,April,16,Saturday,5,1,0,0
2017-04-23,12579.33,17036.22857142857,23,2017,2,4,April,16,Sunday,6,1,0,0
2017-04-24,30177.64,19708.457142857143,24,2017,2,4,April,17,Monday,0,0,0,0
2017-04-25,20349.01,18810.91857142857,25,2017,2,4,April,17,Tuesday,1,0,0,0
2017-04-26,22207.64,19493.575714285715,26,2017,2,4,April,17,Wednesday,2,0,0,0
2017-04-27,16205.460000000001,18908.70142857143,27,2017,2,4,April,17,Thursday,3,0,0,0
2017-04-28,21199.05,20118.184285714284,28,2017,2,4,April,17,Friday,4,0,0,0
2017-04-29,18021.92,20105.721428571425,29,2017,2,4,April,17,Saturday,5,1,0,0
2017-04-30,10078.83,19748.507142857143,30,2017,2,4,April,17,Sunday,6,1,0,1
2017-05-01,16929.51,17855.91714285714,1,2017,2,5,May,18,Monday,0,0,1,0
2017-05-02,23415.16,18293.93857142857,2,2017,2,5,May,18,Tuesday,1,0,0,0
2017-05-03,13619.04,17066.995714285713,3,2017,2,5,May,18,Wednesday,2,0,0,0
2017-05-04,20071.98,17619.355714285713,4,2017,2,5,May,18,Thursday,3,0,0,0
2017-05-05,19149.48,17326.56,5,2017,2,5,May,18,Friday,4,0,0,0
2017-05-06,22754.64,18002.662857142856,6,2017,2,5,May,18,Saturday,5,1,0,0
2017-05-07,22098.44,19719.75,7,2017,2,5,May,18,Sunday,6,1,0,0
2017-05-08,26054.84,21023.36857142857,8,2017,2,5,May,19,Monday,0,0,0,0
2017-05-09,38705.12,23207.64857142857,9,2017,2,5,May,19,Tuesday,1,0,0,0
